X1,X6,X18
-0.0577906442836494,0.01352147472175541,0.02104731718063334
-0.5201686417525546,0.01352147472175541,-0.039837050698090466
-0.6742946409088563,0.01352147472175541,-0.14334047609192094
-1.1366726383777614,0.01352147472175541,-0.2830092160057133
-0.9054836396433089,-1.7667353851958847,-0.21822824858275122
-0.5201686417525546,1.7937783346393954,-0.021571740334473323
-0.36604264259625285,0.01352147472175541,-0.27083234242996856
2.56235134137348,0.01352147472175541,0.02390888247093336
-1.1366726383777614,0.01352147472175541,-0.16160578645553808
0.01927235529450146,-1.7667353851958847,-0.3442588900917095
0.9440283502323118,1.7937783346393954,-0.17987109681915522
-0.4431056421744037,0.01352147472175541,-0.039837050698090466
0.09633535487265232,0.01352147472175541,-0.15716122760039125
-1.0596096387996106,0.01352147472175541,-0.24714832332514503
1.868784345170122,-0.8766069552370647,-0.16672007335735087
0.6357763519197084,0.9036499046805755,-0.08915338867985674
-1.1366726383777614,0.9036499046805755,-0.3442588900917095
-0.9054836396433089,0.9036499046805755,-0.3442588900917095
-1.0596096387996106,1.7937783346393954,-0.24075546469787903
0.09633535487265232,-0.8766069552370647,-0.020536706080535018
-0.9825466392214597,1.7937783346393954,-0.25293233827362377
-0.6742946409088563,0.01352147472175541,-0.1847418462494531
1.7917213455919712,0.01352147472175541,0.5690066280891476
2.485288341795329,0.01352147472175541,0.26458478869552854
1.0210913498104626,0.9036499046805755,-0.3442588900917095
0.4816503527634066,0.01352147472175541,0.20370042081680476
0.9440283502323118,0.01352147472175541,0.32546915657425235
-0.9054836396433089,0.01352147472175541,-0.2625520683984621
0.01927235529450146,-0.8766069552370647,-0.25074050102998974
1.329343348123066,0.01352147472175541,1.1778503068763857
1.0210913498104626,1.7937783346393954,0.05148950111999524
-0.828420640065158,0.01352147472175541,-0.2550024067815004
2.56235134137348,0.9036499046805755,-0.13725203930404856
-0.21191664343995112,0.01352147472175541,-0.2164017175463895
-1.1366726383777614,1.7937783346393954,-0.13725203930404856
-0.7513576404870072,0.01352147472175541,-0.2224901543342619
-0.828420640065158,0.9036499046805755,-0.3442588900917095
-0.5201686417525546,1.7937783346393954,-0.13286836481678044
-0.5201686417525546,0.01352147472175541,-0.2772860854251133
-0.9054836396433089,0.01352147472175541,-0.2224901543342619
-0.0577906442836494,0.9036499046805755,-0.34237147468746904
0.8669653506541609,0.01352147472175541,-0.039837050698090466
-0.288979643018102,0.01352147472175541,-0.3205139866190072
-0.36604264259625285,0.01352147472175541,-0.10072141857681427
2.56235134137348,-0.8766069552370647,-0.2967690831463049
1.0981543493886134,0.01352147472175541,-0.10072141857681427
-1.0596096387996106,1.7937783346393954,-0.3442588900917095
1.945847344748273,-0.8766069552370647,0.07505175148906136
1.4834693472793679,0.01352147472175541,-0.03624487299324576
2.1770363434827256,-0.8766069552370647,-0.12330951905982081
-0.13485364386180027,-0.8766069552370647,-0.31527793098143697
1.4834693472793679,-0.8766069552370647,-0.2212724669766874
0.9440283502323118,-0.8766069552370647,0.5993879276606308
-0.6742946409088563,-0.8766069552370647,-0.2224901543342619
-0.6742946409088563,0.01352147472175541,-0.24544356102454076
-0.9054836396433089,-0.8766069552370647,0.154932042145947
0.25046135402895403,0.01352147472175541,0.3377677988857546
-1.1366726383777614,0.01352147472175541,-0.26742281782876004
-0.828420640065158,0.01352147472175541,-0.22291634490941295
-0.9054836396433089,-1.7667353851958847,0.38647529318873364
2.56235134137348,0.01352147472175541,2.0911158250572424
